,YearEnd,LocationAbbr,LocationDesc,DataValue,Stratification1
105196,2011,OK,Oklahoma,13.5,"Black, non-Hispanic"
105205,2018,OK,Oklahoma,12.5,Overall
105225,2014,OK,Oklahoma,12.0,Overall
105238,2018,OK,Oklahoma,12.6,"Multiracial, non-Hispanic"
105245,2013,OK,Oklahoma,15.2,"Black, non-Hispanic"
105285,2016,OK,Oklahoma,13.5,"Multiracial, non-Hispanic"
105301,2014,OK,Oklahoma,12.5,"Multiracial, non-Hispanic"
105319,2019,OK,Oklahoma,15.1,"Black, non-Hispanic"
105359,2012,OK,Oklahoma,7.6,Hispanic
105385,2016,OK,Oklahoma,8.7,Hispanic
105402,2014,OK,Oklahoma,8.8,Hispanic
105444,2012,OK,Oklahoma,9.5,"Multiracial, non-Hispanic"
105462,2017,OK,Oklahoma,12.2,"Black, non-Hispanic"
105513,2018,OK,Oklahoma,8.0,Hispanic
105527,2015,OK,Oklahoma,14.1,"Black, non-Hispanic"
105530,2012,OK,Oklahoma,11.5,Overall
105581,2011,OR,Oregon,9.3,Overall
105595,2018,OR,Oregon,0.0,"Black, non-Hispanic"
105601,2015,OR,Oregon,11.0,"Multiracial, non-Hispanic"
105627,2013,OR,Oregon,10.6,"Multiracial, non-Hispanic"
105691,2019,OR,Oregon,8.6,Overall
105709,2015,OR,Oregon,10.7,Overall
105726,2017,OR,Oregon,9.6,Overall
105756,2013,OR,Oregon,9.2,Overall
105782,2016,OR,Oregon,0.0,"Black, non-Hispanic"
105812,2012,OR,Oregon,0.0,"Other, non-Hispanic"
105825,2018,OR,Oregon,0.0,"Multiracial, non-Hispanic"
105870,2014,OR,Oregon,0.0,"Black, non-Hispanic"
105922,2014,OR,Oregon,11.9,"Other, non-Hispanic"
105938,2012,OR,Oregon,0.0,"Black, non-Hispanic"
105947,2018,OR,Oregon,13.5,"Other, non-Hispanic"
105948,2015,OR,Oregon,9.7,Hispanic
105967,2017,OR,Oregon,7.0,Hispanic
105991,2013,OR,Oregon,0.0,Hispanic
106012,2016,OR,Oregon,9.8,"Other, non-Hispanic"
106018,2016,OR,Oregon,12.0,"Multiracial, non-Hispanic"
106042,2019,OR,Oregon,8.2,Hispanic
106075,2013,OR,Oregon,8.7,Female
106088,2018,OR,Oregon,11.0,"White, non-Hispanic"
106109,2015,OR,Oregon,9.3,Female
106110,2012,OR,Oregon,10.0,Male
106158,2016,OR,Oregon,9.0,"White, non-Hispanic"
106166,2011,OR,Oregon,7.6,"Multiracial, non-Hispanic"
106170,2012,OR,Oregon,9.7,"White, non-Hispanic"
106219,2019,OR,Oregon,8.6,Female
106230,2012,OR,Oregon,9.8,Female
106257,2017,OR,Oregon,9.2,Female
106277,2014,OR,Oregon,8.9,"White, non-Hispanic"
106295,2011,OR,Oregon,0.0,Hispanic
106299,2011,OR,Oregon,8.7,Female
106335,2017,OR,Oregon,10.9,"Multiracial, non-Hispanic"
106370,2018,OR,Oregon,10.9,Male
106406,2019,OR,Oregon,12.9,"Multiracial, non-Hispanic"
106458,2016,OR,Oregon,9.9,Male
106464,2014,OR,Oregon,8.8,Male
106527,2014,OR,Oregon,9.1,Female
106568,2016,OR,Oregon,9.2,Female
106603,2011,OR,Oregon,9.6,"White, non-Hispanic"
106633,2017,OR,Oregon,9.7,"White, non-Hispanic"
106657,2013,OR,Oregon,9.4,"White, non-Hispanic"
106731,2018,OR,Oregon,10.9,Female
106732,2015,OR,Oregon,10.5,"White, non-Hispanic"
106812,2019,OR,Oregon,8.5,Male
106848,2017,OR,Oregon,10.0,Male
106872,2013,OR,Oregon,9.7,Male
106934,2019,OR,Oregon,8.9,"White, non-Hispanic"
106947,2015,OR,Oregon,12.2,Male
106990,2012,OR,Oregon,9.6,Hispanic
107008,2017,OR,Oregon,0.0,"Black, non-Hispanic"
107089,2019,OR,Oregon,0.0,"Black, non-Hispanic"
107094,2014,OR,Oregon,12.2,"Multiracial, non-Hispanic"
107131,2016,OR,Oregon,9.5,Overall
107143,2014,OR,Oregon,9.0,Overall
107162,2012,OR,Oregon,9.9,Overall
107195,2018,OR,Oregon,11.0,Overall
107208,2013,OR,Oregon,7.4,"Other, non-Hispanic"
107216,2015,OR,Oregon,0.0,"Black, non-Hispanic"
107263,2013,OR,Oregon,0.0,"Black, non-Hispanic"
107269,2011,OR,Oregon,9.9,Male
107294,2015,OR,Oregon,10.9,"Other, non-Hispanic"
107305,2016,OR,Oregon,12.4,Hispanic
107322,2012,OR,Oregon,9.3,"Multiracial, non-Hispanic"
107340,2018,OR,Oregon,9.9,Hispanic
107371,2019,OR,Oregon,5.0,"Other, non-Hispanic"
107380,2011,OR,Oregon,0.0,"Other, non-Hispanic"
107385,2011,OR,Oregon,0.0,"Black, non-Hispanic"
107414,2017,OR,Oregon,11.1,"Other, non-Hispanic"
107433,2014,OR,Oregon,8.0,Hispanic
107436,2011,PA,Pennsylvania,0.0,"Other, non-Hispanic"
107454,2019,PA,Pennsylvania,10.6,"White, non-Hispanic"
107509,2016,PA,Pennsylvania,14.8,"Black, non-Hispanic"
107594,2018,PA,Pennsylvania,16.4,"Black, non-Hispanic"
107686,2014,PA,Pennsylvania,14.8,"Black, non-Hispanic"
107759,2012,PA,Pennsylvania,13.5,"Black, non-Hispanic"
107917,2014,PA,Pennsylvania,11.4,Hispanic
107940,2012,PA,Pennsylvania,8.8,Hispanic
108040,2013,PA,Pennsylvania,10.7,"Other, non-Hispanic"
108108,2019,PA,Pennsylvania,11.6,"Other, non-Hispanic"
108116,2016,PA,Pennsylvania,12.2,Hispanic
108174,2015,PA,Pennsylvania,0.0,"Other, non-Hispanic"
108203,2018,PA,Pennsylvania,11.8,Hispanic
108208,2017,PA,Pennsylvania,10.0,"Other, non-Hispanic"
108267,2013,PA,Pennsylvania,10.1,Male
108277,2014,PA,Pennsylvania,11.2,Overall
108354,2012,PA,Pennsylvania,10.2,Overall
108360,2011,PA,Pennsylvania,9.5,Overall
108373,2015,PA,Pennsylvania,10.8,Male
108450,2013,PA,Pennsylvania,10.1,Female
108543,2016,PA,Pennsylvania,11.3,Overall
108545,2019,PA,Pennsylvania,11.0,Female
108577,2015,PA,Pennsylvania,9.9,Female
108605,2017,PA,Pennsylvania,9.9,Female
108619,2018,PA,Pennsylvania,11.3,Overall
108672,2011,PA,Pennsylvania,8.8,Female
108743,2019,PA,Pennsylvania,10.6,Male
108752,2016,PA,Pennsylvania,0.0,"Multiracial, non-Hispanic"
108818,2017,PA,Pennsylvania,11.3,Male
108841,2018,PA,Pennsylvania,0.0,"Multiracial, non-Hispanic"
108903,2014,PA,Pennsylvania,13.8,"Multiracial, non-Hispanic"
108975,2011,PA,Pennsylvania,10.2,Male
108981,2013,PA,Pennsylvania,10.1,Overall
108984,2012,PA,Pennsylvania,16.2,"Multiracial, non-Hispanic"
109079,2012,PA,Pennsylvania,10.4,Male
109131,2015,PA,Pennsylvania,10.4,Overall
109173,2014,PA,Pennsylvania,11.9,Male
109270,2012,PA,Pennsylvania,10.1,Female
109316,2017,PA,Pennsylvania,10.6,Overall
109317,2018,PA,Pennsylvania,11.1,Female
109372,2011,PA,Pennsylvania,0.0,"Multiracial, non-Hispanic"
109449,2016,PA,Pennsylvania,10.6,Female
109465,2019,PA,Pennsylvania,10.8,Overall
109479,2014,PA,Pennsylvania,10.6,Female
109486,2012,PA,Pennsylvania,9.8,"White, non-Hispanic"
109550,2017,PA,Pennsylvania,0.0,"Multiracial, non-Hispanic"
109560,2018,PA,Pennsylvania,11.2,Male
109596,2013,PA,Pennsylvania,0.0,"Multiracial, non-Hispanic"
109638,2014,PA,Pennsylvania,10.9,"White, non-Hispanic"
109689,2019,PA,Pennsylvania,0.0,"Multiracial, non-Hispanic"
109696,2016,PA,Pennsylvania,12.0,Male
109769,2015,PA,Pennsylvania,0.0,"Multiracial, non-Hispanic"
109970,2017,PA,Pennsylvania,14.7,"Black, non-Hispanic"
109980,2018,PA,Pennsylvania,10.6,"White, non-Hispanic"
110069,2016,PA,Pennsylvania,11.0,"White, non-Hispanic"
110098,2019,PA,Pennsylvania,16.2,"Black, non-Hispanic"
110135,2011,PA,Pennsylvania,9.2,"White, non-Hispanic"
110154,2015,PA,Pennsylvania,13.8,"Black, non-Hispanic"
110229,2013,PA,Pennsylvania,13.1,"Black, non-Hispanic"
110330,2015,PA,Pennsylvania,0.0,Hispanic
110409,2013,PA,Pennsylvania,10.0,Hispanic
110466,2015,PA,Pennsylvania,10.3,"White, non-Hispanic"
110499,2011,PA,Pennsylvania,11.0,Hispanic
110500,2013,PA,Pennsylvania,9.7,"White, non-Hispanic"
110554,2012,PA,Pennsylvania,7.8,"Other, non-Hispanic"
110556,2017,PA,Pennsylvania,10.2,"White, non-Hispanic"
110591,2017,PA,Pennsylvania,9.5,Hispanic
110594,2018,PA,Pennsylvania,11.7,"Other, non-Hispanic"
110651,2014,PA,Pennsylvania,0.0,"Other, non-Hispanic"
110723,2011,PA,Pennsylvania,11.3,"Black, non-Hispanic"
110726,2019,PA,Pennsylvania,5.6,Hispanic
110728,2016,PA,Pennsylvania,0.0,"Other, non-Hispanic"
110746,2012,RI,Rhode Island,0.0,"Other, non-Hispanic"
110754,2011,RI,Rhode Island,0.0,"Multiracial, non-Hispanic"
110826,2018,RI,Rhode Island,11.9,Hispanic
110833,2019,RI,Rhode Island,11.0,"Black, non-Hispanic"
110845,2013,RI,Rhode Island,15.2,"Black, non-Hispanic"
110847,2012,RI,Rhode Island,9.9,"White, non-Hispanic"
110859,2011,RI,Rhode Island,10.4,Hispanic
110913,2015,RI,Rhode Island,13.1,"Black, non-Hispanic"
110926,2017,RI,Rhode Island,9.2,"Black, non-Hispanic"
110949,2013,RI,Rhode Island,8.7,Hispanic
110959,2012,RI,Rhode Island,9.4,Female
110968,2017,RI,Rhode Island,7.0,"Other, non-Hispanic"
110984,2015,RI,Rhode Island,8.4,"White, non-Hispanic"
110987,2011,RI,Rhode Island,0.0,"Black, non-Hispanic"
110998,2013,RI,Rhode Island,8.7,"White, non-Hispanic"
111004,2019,RI,Rhode Island,14.3,"Other, non-Hispanic"
111036,2015,RI,Rhode Island,11.7,Hispanic
111073,2017,RI,Rhode Island,8.9,"White, non-Hispanic"
111082,2011,RI,Rhode Island,8.4,Overall
111084,2015,RI,Rhode Island,0.0,"Other, non-Hispanic"
111098,2013,RI,Rhode Island,10.8,"Other, non-Hispanic"
111113,2019,RI,Rhode Island,9.9,"White, non-Hispanic"
111176,2016,RI,Rhode Island,9.3,"Black, non-Hispanic"
111177,2014,RI,Rhode Island,9.4,Overall
111204,2015,RI,Rhode Island,9.8,Male
111217,2013,RI,Rhode Island,10.4,Male
111223,2016,RI,Rhode Island,9.8,Overall
111286,2014,RI,Rhode Island,10.5,"Black, non-Hispanic"
111297,2017,RI,Rhode Island,9.4,Male
111318,2019,RI,Rhode Island,11.8,Male
111320,2018,RI,Rhode Island,9.0,"Black, non-Hispanic"
111386,2014,RI,Rhode Island,8.9,Hispanic
111466,2016,RI,Rhode Island,8.3,Hispanic
111467,2018,RI,Rhode Island,10.9,Overall
111502,2012,RI,Rhode Island,10.2,Male
111504,2014,RI,Rhode Island,0.0,"Multiracial, non-Hispanic"
111565,2016,RI,Rhode Island,0.0,"Multiracial, non-Hispanic"
111577,2018,RI,Rhode Island,0.0,"Multiracial, non-Hispanic"
111588,2013,RI,Rhode Island,9.3,Overall
111613,2016,RI,Rhode Island,10.3,Male
111628,2017,RI,Rhode Island,8.4,Female
111636,2019,RI,Rhode Island,9.2,Female
111653,2012,RI,Rhode Island,0.0,"Multiracial, non-Hispanic"
111655,2014,RI,Rhode Island,10.5,Male
111670,2011,RI,Rhode Island,8.2,Male
111691,2015,RI,Rhode Island,9.0,Overall
111706,2018,RI,Rhode Island,12.7,Male
111747,2015,RI,Rhode Island,8.3,Female
111756,2013,RI,Rhode Island,8.2,Female
111772,2012,RI,Rhode Island,9.6,Hispanic
111791,2011,RI,Rhode Island,7.8,"Other, non-Hispanic"
111831,2019,RI,Rhode Island,10.4,Overall
111879,2012,RI,Rhode Island,11.2,"Black, non-Hispanic"
111897,2011,RI,Rhode Island,8.4,"White, non-Hispanic"
111902,2017,RI,Rhode Island,8.9,Overall
111930,2013,RI,Rhode Island,0.0,"Multiracial, non-Hispanic"
111939,2019,RI,Rhode Island,0.0,"Multiracial, non-Hispanic"
111983,2012,RI,Rhode Island,9.8,Overall
111989,2011,RI,Rhode Island,8.7,Female
112004,2017,RI,Rhode Island,0.0,"Multiracial, non-Hispanic"
112020,2015,RI,Rhode Island,0.0,"Multiracial, non-Hispanic"
112031,2018,RI,Rhode Island,9.2,Female
112047,2019,RI,Rhode Island,10.8,Hispanic
112121,2017,RI,Rhode Island,9.4,Hispanic
112206,2014,RI,Rhode Island,8.5,Female
112212,2016,RI,Rhode Island,9.3,Female
112253,2016,RI,Rhode Island,10.3,"White, non-Hispanic"
112277,2018,RI,Rhode Island,16.2,"Other, non-Hispanic"
112287,2014,RI,Rhode Island,9.5,"White, non-Hispanic"
112359,2016,RI,Rhode Island,7.2,"Other, non-Hispanic"
112363,2018,RI,Rhode Island,10.6,"White, non-Hispanic"
112399,2014,RI,Rhode Island,8.8,"Other, non-Hispanic"
112451,2014,SC,South Carolina,12.0,Overall
112515,2019,SC,South Carolina,16.3,"Black, non-Hispanic"
112523,2011,SC,South Carolina,0.0,Hispanic
112542,2017,SC,South Carolina,5.4,Hispanic
112545,2016,SC,South Carolina,13.0,Overall
112555,2012,SC,South Carolina,15.0,"Black, non-Hispanic"
112596,2014,SC,South Carolina,15.5,"Black, non-Hispanic"
112646,2016,SC,South Carolina,16.9,"Black, non-Hispanic"
112650,2018,SC,South Carolina,13.3,Overall
112660,2014,SC,South Carolina,5.9,Hispanic
112679,2012,SC,South Carolina,11.6,Overall
112752,2016,SC,South Carolina,0.0,Hispanic
112754,2018,SC,South Carolina,9.1,"Multiracial, non-Hispanic"
112772,2012,SC,South Carolina,9.7,"Multiracial, non-Hispanic"
112786,2014,SC,South Carolina,0.0,"Multiracial, non-Hispanic"
112865,2019,SC,South Carolina,0.0,Hispanic
112880,2016,SC,South Carolina,12.3,"Multiracial, non-Hispanic"
112882,2017,SC,South Carolina,18.0,"Black, non-Hispanic"
112906,2012,SC,South Carolina,7.9,Hispanic
112948,2011,SC,South Carolina,0.0,"Other, non-Hispanic"
112963,2019,SC,South Carolina,13.5,Male
112970,2018,SC,South Carolina,17.4,"Black, non-Hispanic"
112971,2014,SC,South Carolina,11.1,"White, non-Hispanic"
112972,2017,SC,South Carolina,12.4,"Other, non-Hispanic"
113028,2012,SC,South Carolina,10.6,"White, non-Hispanic"
113034,2015,SC,South Carolina,0.0,"Other, non-Hispanic"
113053,2019,SC,South Carolina,16.5,"Other, non-Hispanic"
113077,2013,SC,South Carolina,8.0,"Other, non-Hispanic"
113128,2013,SC,South Carolina,11.6,Male
113131,2011,SC,South Carolina,12.6,Female
113133,2013,SC,South Carolina,13.4,Female
113141,2018,SC,South Carolina,12.3,"White, non-Hispanic"
113153,2015,SC,South Carolina,11.9,Male
113281,2011,SC,South Carolina,11.5,Male
113290,2018,SC,South Carolina,5.0,Hispanic
113298,2017,SC,South Carolina,13.4,Male
113302,2015,SC,South Carolina,11.7,Female
113342,2015,SC,South Carolina,10.8,"White, non-Hispanic"
113360,2018,SC,South Carolina,13.7,Male
113366,2017,SC,South Carolina,13.5,Female
113394,2012,SC,South Carolina,0.0,"Other, non-Hispanic"
113415,2013,SC,South Carolina,10.9,"White, non-Hispanic"
113463,2018,SC,South Carolina,10.2,"Other, non-Hispanic"
113464,2016,SC,South Carolina,11.7,"Other, non-Hispanic"
113471,2011,SC,South Carolina,10.2,"White, non-Hispanic"
113477,2014,SC,South Carolina,11.3,"Other, non-Hispanic"
113549,2017,SC,South Carolina,12.0,"White, non-Hispanic"
113559,2016,SC,South Carolina,11.7,"White, non-Hispanic"
113561,2016,SC,South Carolina,13.1,Male
113571,2012,SC,South Carolina,11.7,Female
113575,2014,SC,South Carolina,12.1,Male
113594,2019,SC,South Carolina,12.9,"White, non-Hispanic"
113651,2019,SC,South Carolina,13.3,Female
113654,2016,SC,South Carolina,13.0,Female
113668,2012,SC,South Carolina,11.4,Male
113669,2014,SC,South Carolina,11.9,Female
113748,2013,SC,South Carolina,12.5,Overall
113806,2013,SC,South Carolina,17.1,"Black, non-Hispanic"
113825,2015,SC,South Carolina,11.8,Overall
113875,2017,SC,South Carolina,13.5,Overall
113883,2019,SC,South Carolina,13.4,Overall
113886,2015,SC,South Carolina,15.0,"Black, non-Hispanic"
113916,2011,SC,South Carolina,16.7,"Black, non-Hispanic"
113953,2011,SC,South Carolina,12.1,Overall
113979,2019,SC,South Carolina,5.8,"Multiracial, non-Hispanic"
113985,2017,SC,South Carolina,10.6,"Multiracial, non-Hispanic"
113995,2015,SC,South Carolina,0.0,Hispanic
114021,2013,SC,South Carolina,11.6,"Multiracial, non-Hispanic"
114086,2011,SC,South Carolina,15.6,"Multiracial, non-Hispanic"
114098,2018,SC,South Carolina,12.9,Female
114146,2013,SC,South Carolina,6.2,Hispanic
114154,2015,SC,South Carolina,12.1,"Multiracial, non-Hispanic"
114178,2017,SD,South Dakota,0.0,Hispanic
114189,2019,SD,South Dakota,0.0,Hispanic
114201,2012,TN,Tennessee,0.0,"Multiracial, non-Hispanic"
114220,2011,SD,South Dakota,0.0,"Black, non-Hispanic"
114222,2014,TN,Tennessee,16.1,"Black, non-Hispanic"
114223,2018,TN,Tennessee,14.4,"White, non-Hispanic"
114236,2015,SD,South Dakota,8.8,"White, non-Hispanic"
114264,2014,SD,South Dakota,13.9,"Other, non-Hispanic"
114330,2016,TN,Tennessee,0.0,"Other, non-Hispanic"
114364,2013,SD,South Dakota,0.0,"Black, non-Hispanic"
114384,2015,SD,South Dakota,0.0,Hispanic
114432,2012,TN,Tennessee,0.0,Hispanic
114436,2018,TN,Tennessee,0.0,Hispanic
114442,2013,SD,South Dakota,9.0,Male
114450,2016,SD,South Dakota,10.9,"Other, non-Hispanic"
114457,2014,TN,Tennessee,0.0,Hispanic
114512,2011,SD,South Dakota,11.4,Male
114533,2016,TN,Tennessee,13.4,Male
114548,2018,SD,South Dakota,13.7,"Other, non-Hispanic"
114571,2012,SD,South Dakota,7.8,Overall
114596,2014,SD,South Dakota,8.6,Female
114613,2012,TN,Tennessee,12.4,"Black, non-Hispanic"
114633,2017,TN,Tennessee,13.2,Male
114634,2018,TN,Tennessee,14.0,"Black, non-Hispanic"
114646,2016,SD,South Dakota,8.4,Male
114662,2015,SD,South Dakota,9.3,Overall
114663,2013,SD,South Dakota,14.0,"Other, non-Hispanic"
114702,2019,SD,South Dakota,9.8,"White, non-Hispanic"
114712,2017,TN,Tennessee,13.0,Female
114715,2011,SD,South Dakota,16.3,"Other, non-Hispanic"
114719,2019,TN,Tennessee,14.5,Male
114720,2016,SD,South Dakota,7.5,Female
114731,2014,TN,Tennessee,13.0,Overall
114736,2017,SD,South Dakota,10.2,"White, non-Hispanic"
114828,2019,SD,South Dakota,0.0,"Multiracial, non-Hispanic"
114832,2017,TN,Tennessee,9.5,"Other, non-Hispanic"
114856,2012,TN,Tennessee,11.9,Overall
114891,2013,SD,South Dakota,8.5,"White, non-Hispanic"
114919,2019,TN,Tennessee,11.6,"Other, non-Hispanic"
114921,2019,SD,South Dakota,10.6,Overall
114925,2015,TN,Tennessee,12.4,"White, non-Hispanic"
114963,2018,SD,South Dakota,9.2,Female
114974,2017,SD,South Dakota,11.1,Overall
115007,2011,TN,Tennessee,0.0,"Multiracial, non-Hispanic"
115047,2015,TN,Tennessee,12.7,Female
115049,2015,TN,Tennessee,0.0,Hispanic
115063,2018,TN,Tennessee,0.0,"Multiracial, non-Hispanic"
115101,2015,SD,South Dakota,13.5,"Other, non-Hispanic"
115146,2017,SD,South Dakota,21.2,"Other, non-Hispanic"
115158,2018,SD,South Dakota,9.4,Male
115161,2012,SD,South Dakota,8.2,Female
115180,2013,TN,Tennessee,0.0,Hispanic
115188,2012,TN,Tennessee,12.2,"White, non-Hispanic"
115217,2011,TN,Tennessee,0.0,Hispanic
115248,2019,SD,South Dakota,0.0,"Black, non-Hispanic"
115267,2014,TN,Tennessee,12.8,"White, non-Hispanic"
115310,2013,SD,South Dakota,9.1,Overall
115321,2014,SD,South Dakota,9.7,Male
115366,2012,SD,South Dakota,7.3,Male
115385,2019,SD,South Dakota,15.8,"Other, non-Hispanic"
115396,2013,TN,Tennessee,12.0,Female
115432,2011,TN,Tennessee,11.3,Female
115465,2016,SD,South Dakota,7.9,Overall
115475,2018,SD,South Dakota,9.3,Overall
115513,2013,TN,Tennessee,0.0,"Other, non-Hispanic"
115517,2014,TN,Tennessee,0.0,"Multiracial, non-Hispanic"
115579,2012,SD,South Dakota,14.1,"Other, non-Hispanic"
115590,2016,TN,Tennessee,12.0,Female
115595,2011,SD,South Dakota,9.5,Overall
115596,2014,SD,South Dakota,9.1,Overall
115638,2019,TN,Tennessee,17.6,"Black, non-Hispanic"
115656,2015,TN,Tennessee,0.0,"Other, non-Hispanic"
115683,2017,SD,South Dakota,0.0,"Black, non-Hispanic"
115707,2011,TN,Tennessee,0.0,"Other, non-Hispanic"
115711,2011,SD,South Dakota,0.0,Hispanic
115814,2011,SD,South Dakota,9.1,"White, non-Hispanic"
115848,2018,TN,Tennessee,13.8,Overall
115849,2013,SD,South Dakota,0.0,Hispanic
115868,2015,SD,South Dakota,0.0,"Black, non-Hispanic"
115910,2019,TN,Tennessee,14.8,"Multiracial, non-Hispanic"
115924,2016,TN,Tennessee,12.7,Overall
116004,2018,TN,Tennessee,13.5,Female
116005,2013,SD,South Dakota,9.2,Female
116006,2019,SD,South Dakota,11.8,Male
116025,2011,TN,Tennessee,10.9,"White, non-Hispanic"
116032,2017,TN,Tennessee,0.0,"Multiracial, non-Hispanic"
116034,2011,SD,South Dakota,7.7,Female
116052,2014,TN,Tennessee,12.8,Female
116114,2017,TN,Tennessee,15.5,"Black, non-Hispanic"
116137,2018,SD,South Dakota,0.0,"Black, non-Hispanic"
116193,2015,SD,South Dakota,10.3,Male
116217,2017,SD,South Dakota,12.0,Male
116239,2012,TN,Tennessee,11.8,Female
116254,2013,TN,Tennessee,12.1,"White, non-Hispanic"
116274,2016,SD,South Dakota,0.0,"Multiracial, non-Hispanic"
116298,2014,SD,South Dakota,0.0,"Multiracial, non-Hispanic"
116351,2011,SD,South Dakota,0.0,"Multiracial, non-Hispanic"
116374,2014,TN,Tennessee,15.3,"Other, non-Hispanic"
116421,2011,TN,Tennessee,11.0,Male
116500,2013,SD,South Dakota,0.0,"Multiracial, non-Hispanic"
116571,2019,TN,Tennessee,13.7,"White, non-Hispanic"
116573,2019,TN,Tennessee,13.8,Overall
116602,2016,TN,Tennessee,18.0,"Multiracial, non-Hispanic"
116632,2012,SD,South Dakota,7.2,"White, non-Hispanic"
116648,2013,TN,Tennessee,12.5,Male
116694,2017,TN,Tennessee,13.1,Overall
116695,2017,TN,Tennessee,12.9,"White, non-Hispanic"
116712,2016,SD,South Dakota,0.0,"Black, non-Hispanic"
116717,2015,TN,Tennessee,12.6,Male
116720,2012,TN,Tennessee,0.0,"Other, non-Hispanic"
116741,2014,SD,South Dakota,0.0,"Black, non-Hispanic"
116769,2012,SD,South Dakota,0.0,Hispanic
116797,2018,SD,South Dakota,0.0,Hispanic
116912,2016,SD,South Dakota,0.0,Hispanic
116952,2014,SD,South Dakota,0.0,Hispanic
116975,2012,SD,South Dakota,0.0,"Black, non-Hispanic"
116986,2016,TN,Tennessee,12.0,"Black, non-Hispanic"
116994,2017,SD,South Dakota,0.0,"Multiracial, non-Hispanic"
117003,2019,TN,Tennessee,0.0,Hispanic
117007,2019,TN,Tennessee,13.1,Female
117039,2015,TN,Tennessee,0.0,"Multiracial, non-Hispanic"
117058,2011,TN,Tennessee,12.1,"Black, non-Hispanic"
117067,2017,TN,Tennessee,0.0,Hispanic
117100,2018,TN,Tennessee,14.2,Male
117115,2013,TN,Tennessee,0.0,"Multiracial, non-Hispanic"
117135,2015,SD,South Dakota,0.0,"Multiracial, non-Hispanic"
117192,2016,TN,Tennessee,0.0,Hispanic
117220,2013,TN,Tennessee,14.7,"Black, non-Hispanic"
117226,2015,SD,South Dakota,8.3,Female
117242,2015,TN,Tennessee,12.7,Overall
117276,2018,SD,South Dakota,9.0,"White, non-Hispanic"
117279,2011,TN,Tennessee,11.2,Overall
117304,2017,SD,South Dakota,10.2,Female
117322,2013,TN,Tennessee,12.2,Overall
117325,2012,TN,Tennessee,12.1,Male
117397,2012,SD,South Dakota,0.0,"Multiracial, non-Hispanic"
117427,2018,SD,South Dakota,0.0,"Multiracial, non-Hispanic"
117437,2018,TN,Tennessee,0.0,"Other, non-Hispanic"
117462,2014,SD,South Dakota,8.5,"White, non-Hispanic"
117491,2016,SD,South Dakota,7.9,"White, non-Hispanic"
117513,2019,SD,South Dakota,9.4,Female
117522,2015,TN,Tennessee,17.3,"Black, non-Hispanic"
117524,2016,TN,Tennessee,13.0,"White, non-Hispanic"
117545,2014,TN,Tennessee,13.2,Male
117620,2011,TX,Texas,0.0,"Multiracial, non-Hispanic"
117657,2013,TX,Texas,0.0,"Multiracial, non-Hispanic"
117687,2016,TX,Texas,14.8,"Black, non-Hispanic"
117703,2011,TX,Texas,10.2,Overall
117773,2013,TX,Texas,10.9,Overall
117785,2015,TX,Texas,11.4,Overall
117826,2011,TX,Texas,12.1,"Black, non-Hispanic"
117827,2019,TX,Texas,0.0,"Multiracial, non-Hispanic"
117864,2013,TX,Texas,13.3,"Black, non-Hispanic"
117906,2015,TX,Texas,0.0,"Multiracial, non-Hispanic"
117917,2012,TX,Texas,11.6,Hispanic
117933,2019,TX,Texas,12.2,Overall
117995,2014,TX,Texas,12.7,Hispanic
118007,2016,TX,Texas,12.0,Hispanic
118031,2013,TX,Texas,10.4,Female
118051,2018,TX,Texas,14.3,"Black, non-Hispanic"
118089,2012,TX,Texas,0.0,"Multiracial, non-Hispanic"
118094,2018,TX,Texas,5.6,"Other, non-Hispanic"
118101,2011,TX,Texas,9.6,Female
118109,2017,TX,Texas,10.7,"White, non-Hispanic"
118160,2014,TX,Texas,9.2,"Multiracial, non-Hispanic"
118175,2016,TX,Texas,11.2,Overall
118196,2015,TX,Texas,10.6,Female
118227,2019,TX,Texas,13.0,Male
118249,2017,TX,Texas,11.0,Female
118253,2014,TX,Texas,11.0,Overall
118266,2012,TX,Texas,10.6,Overall
118279,2012,TX,Texas,14.4,"Black, non-Hispanic"
118296,2016,TX,Texas,0.0,"Multiracial, non-Hispanic"
118322,2015,TX,Texas,12.3,Male
118335,2019,TX,Texas,11.5,Female
118359,2014,TX,Texas,12.9,"Black, non-Hispanic"
118371,2017,TX,Texas,12.9,Male
118393,2013,TX,Texas,11.5,Male
118402,2018,TX,Texas,13.0,Hispanic
118440,2018,TX,Texas,12.7,"White, non-Hispanic"
118447,2011,TX,Texas,10.7,Male
118453,2017,TX,Texas,0.0,"Other, non-Hispanic"
118486,2019,TX,Texas,12.0,"Black, non-Hispanic"
118513,2014,TX,Texas,10.5,Female
118526,2015,TX,Texas,10.2,"White, non-Hispanic"
118546,2012,TX,Texas,10.3,Female
118555,2019,TX,Texas,8.8,"Other, non-Hispanic"
118624,2013,TX,Texas,10.3,"White, non-Hispanic"
118637,2016,TX,Texas,11.2,Female
118675,2011,TX,Texas,8.8,"White, non-Hispanic"
118720,2013,TX,Texas,6.7,"Other, non-Hispanic"
118737,2016,TX,Texas,11.2,Male
118782,2011,TX,Texas,8.4,"Other, non-Hispanic"
118831,2014,TX,Texas,11.5,Male
118843,2015,TX,Texas,7.9,"Other, non-Hispanic"
118868,2012,TX,Texas,11.0,Male
